Name,Location,Type of room,Rating,Number of review,price,Amenities,Review,url
Private Beautiful Bedroom in Prime Bushwick!,Private room in Bushwick,1 guest · 1 bedroom · 1 bed · 2 shared baths,N/A,N/A,Price:$32,"Kitchen, Wifi, Washer, Dryer, Iron, Laptop-friendly workspace, TV, Hangers, Unavailable: Carbon monoxide alarmCarbon monoxide alarm, Unavailable: Smoke alarmSmoke alarm, ","This private room is located in a Prime Bushwick, and has been thoughtfully curated to make you feel at home. Enjoy high ceilings, lots of light, private backyard, and 2 floors of common areas in this elegant duplex. Comes with a designated work space, massive dining / kitchen area, 2 living rooms equipped with comfy couches and band new TVs.Just 20 minutes by train from the city, it's a dream for commuting!The spaceHaving one simple way to rent real apartments has been long overdue. Outpost Club brings an alternative to classic apartment renting, without the classic hassle. Backed by modern technology, a wide network of homes, and the burning desire to simplify your house hunt, Outpost Club puts you control. With flexible, commitment-free leasing, all you do is search, select, and step into your next live-ready home. Equipped with the highest quality furniture, TVs and Chromecasts in every room, high speed wifi, utilities (heat, hot water, gas, and electric) included, maintenance tracking, bi-weekly cleaning, exclusive community events, and a community manager too, Outpost Club is your flexible housing solution. Stay for a month, a year, or anything in between. With options to extend, shorten, or swap your stay to a different apartment any time Outpost Club makes it easy to call your new place home.Guest accessAll common areas, plus your private bedroom!Other things to noteThe well-being of our guests is our top priority, and we're committed to providing a safe environment for members at all Outpost houses as the novel coronavirus pandemic continues to evolve. We're following expert recommendations within our houses to ensure your safety, including by leaving rooms empty for at least 24 hours after a move-out, providing our staff with appropriate PPE and using high-strength Lysol, Clorox and bleach disinfectants to clean after every guest departure. We'll continue to adapt our strategies moving forward to ensure the health and safety of all of our members./ This private room is located in a Prime Bushwick, and has been thoughtfully curated to make you feel at home. Enjoy high ceilings, lots of light, private backyard, and 2 floors of common areas in this elegant duplex. Comes with a designated work space, massive dining / kitchen area, 2 living rooms equipped with comfy couches and band new TVs.Just 20 minutes by train from the city, it's a dream… read more/ Look to the west of Williamsburg and you’ll find the hippest new neighborhood of Bushwick. This bustling Brooklyn neighborhood is filled with emerging artists and creatives. Seen as a sector of alternative counter-culture with a thriving art and nightlife scene, it is worth a visit while in New York CIty. Previously known as an industrial district, Bushwick has since emerged as one of the hottest neighborhoods in New York. As housing prices skyrocketed in Williamsburg, it became the perfect sanctuary for young people and artists to share unconventional housing and experience city-life on their own terms. This thriving neighborhood was once filled with old factories and buildings, and since been converted into functional loft apartments; many of which boast spacious outdoor areas. With trendy new coffee shops, bars, art galleries and performance spaces on every block, Bushwick is the perfect neighborhood to experience a unique part of Brooklyn that is often overlooked.Our favorite eateries include the perfect pizza at Roberta’s, Ethiopian cuisine at Bunna Cafe, and the popular Taiwanese food at Win Son. You’ll find locals hanging out at the trendy dance club of Bosa Nova Civic Club, the alternative venue at House of Yes, and at the quirky dive bar of Boobie Trap./ Look to the west of Williamsburg and you’ll find the hippest new neighborhood of Bushwick. This bustling Brooklyn neighborhood is filled with emerging artists and creatives. Seen as a sector of alternative coun… / The Outpost Club Team will be in touch 24/7/ More places to stay in Brooklyn:Houses · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/30396100?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
"Charming Apt off Bleecker, First Fl",Entire apartment in West Village,3 guests · 1 bedroom · 0 beds · 1 bath,4.70, (216),Price:$81,N/A,N/A,/rooms/783202?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Bright  Studio Near Time Square,Entire apartment in Hell's Kitchen,3 guests · Studio · 1 bed · 1 bath,4.88, (8),Price:$68,N/A,N/A,/rooms/12384862?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
NEWLY RENOVATED!!! LUCAS 1BR APT NEAR JFK/LGA,Entire apartment in Jamaica,4 guests · 1 bedroom · 2 beds · 1 bath,4.87, (70),Price:$63,N/A,N/A,/rooms/35012500?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
"One bedroom apartment, all the comforts of home!",Entire apartment in Newark,3 guests · 1 bedroom · 3 beds · 1 bath,4.38, (48),Price:$68,N/A,N/A,/rooms/32021070?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Private 1 Bedroom Apt in Hoboken 10 mins to NYC,Entire apartment in Hoboken,3 guests · 1 bedroom · 1 bed · 1 bath,4.69, (63),Price:$90,"Kitchen, Wifi, Cable TV, Washer, Dryer, Iron, Laptop-friendly workspace, TV, Hangers, Hair dryer, ","Perfect for Quarantine/Social Distancing. Private 1 bedroom, 1 bath garden level (basement) apartment, living room, kitchen/dining area, washer/dryer in the apartment, dishwasher, oven, dining table, coffee machine, utensils, plates, hairdryer, iron, air-condition, fan, central heat, TV. The bedroom has a comfortable queen size bed. Clean bedsheets, pillows, blankets and towels included. Free WIFI & Netflix. Grocery store right across the house, nearby restaurants & cafes.  Minutes from NYC!The space* Fantastic freshly renovated one bedroom garden/basement apartment (few steps down) minutes from New York City. * 1 bedroom, 1 bath, living room, kitchen/dining area, hardwood floors, exposed brick. * The bedroom has a queen-sized bed, and the living room a futon couch that can be expanded to another full-size bed. The size of the queen size bed is: (59 7/8 in × 79 1/2 in or 152 cm × 202 cm). The size of the full size bed is: (54 in × 75 in or 137 cm × 191 cm). Bedsheets, pillows, blankets and towels included. Large amour/closet with hangers in the bedroom.* The apartment sleeps 2 comfortably, can accommodate 3 if needed.* The bathroom has just been renovated with brand new marble tiles and a Delta shower. *Washer/Dryer inside the apartment*Air condition and central heat* The kitchen is fully equipped with range, microwave, fridge, dishwasher, toaster, coffee maker, and food processor. *Very safe family neighborhood, professionally cleaned apartment.*Free WIFI*  Two large flat screen TVs, one in the bedroom and one in the living/dining area.Guest accessHigh Tech Amenities:- Free fast WiFi- 40'' HD LED TV with premium cable package, includes ESPN, HBO, Showtime, Starz- HD TiVo- iPhone dock sound bar (connector for non-Apple devices included)-Towels, sheets, pillows included- Humidifier- Private Washer/dryer combo in the apartment- All amenities ( heat, water, gas, electricity, cable, wi-fi ) included.Other things to noteThe brownstone apartment is three blocks from Stevens Institute of Technology, and just steps away from great restaurants, shopping, and transportation. It is on a quiet tree-lined street in a quintessential brownstone neighborhood, has a separate entrance and complete privacy.Below is a reference letter from a lady who rented our apartment for almost 4 years:""I called this uptown apartment my home for 4 years, and had the privilege of calling the owners not only landlords but friends.  On various occasions my landlady would have a glass of wine waiting for me on the stoop after I got home from work.  Whenever a maintenance issue arose my landlords took care of it immediately.  The apartment is cozy with a wonderful kitchen with a ton of counter space as well as a brand new bathroom.  This is an ideal location on a quiet tree lined street; one block away from, Washington Street with all the shops and restaurants, the 126 bus into NYC, and a short walk to the Path station.   The only reason I moved was because I got married.  I am sure the next tenants will be just as happy as I was.  -Jessica S.""/ Perfect for Quarantine/Social Distancing. Private 1 bedroom, 1 bath garden level (basement) apartment, living room, kitchen/dining area, washer/dryer in the apartment, dishwasher, oven, dining table, coffee machine, utensils, plates, hairdryer, iron, air-condition, fan, central heat, TV. The bedroom has a comfortable queen size bed. Clean bedsheets, pillows, blankets and towels included. Free WIFI & Netflix. Grocery… read more/ Hoboken is located across New York City on the left bank of the Hudson. Commuting to NYC is very easy - the bus to Port Authority (near Times Square) stops around the corner and takes 15 minutes to the city. Walk a few blocks north and you can take the ferry to Midtown or the Financial District, and walk a few blocks south and you can take the PATH train which runs 24/7 up 6th Avenue in Manhattan. But Hoboken itself has a lot to offer. Bwé Coffee is around the corner, four of the best restaurants (Anthony Davids, Elysian Cafe, Bin 14 and Amanda's) in town are literally on the same block as the apartment. From restaurants to sports bars and Irish pubs, Starbucks, Schnackenberg's Luncheonette to Carlos' Bake Shop ( the Cake Boss), we have it all, including a beautiful view of Manhattan./ Hoboken is located across New York City on the left bank of the Hudson. Commuting to NYC is very easy - the bus to Port Authority (near Times Square) stops around the corner and takes 15 minutes to the city. Wa… / Hi, We have been Hoboken residents for over 15 years. We love the community and the proximity to Manhattan. I have worked in Information Technology Industry for 15 years. My husband is a Professor & Associate Dean at Stevens Institute of Technology. I love to travel with my family, spend time with my daughter, I like reading, oil painting and discovering different international vegetarian food. We do our best to make you feel at home at our cosy and warm apartment in safe and family friendly Hoboken./ Hi, We have been Hoboken residents for over 15 years. We love the community and the proximity to Manhattan. I have worked in Information Technology Industry for 15 years. My husban… read more/ We live in the building, above the garden apartment and we have a separate entrance. So we are close by in case of emergencies and if there are any problems but we will respect your privacy completely. We are accessible and reachable via phone, email and text. We work with an excellent and available local general contractor, if needed./ We live in the building, above the garden apartment and we have a separate entrance. So we are close by in case of emergencies and if there are any problems but we will respect you… read more/ Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests./ More places to stay in Hoboken:Houses · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/2409341?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
***COZY APARTMENT MINUTES TO NYC***,Entire apartment in West New York,4 guests · 1 bedroom · 2 beds · 1 bath,4.83, (117),Price:$59,"Kitchen, Wifi, Iron, Laptop-friendly workspace, TV, Hangers, Hair dryer, Essentials, Heating, Air conditioning, ","Terrific place to stay for traveling into New York city! Ample space for 2 to 4! Unbelievable natural light during the day. Super easy to get to and from NYC for about $6 round-trip using the bus! We highly, highly recommend our space for those using public transportation as street parking is very limited and an overnight parking pass of $3 is required per night.The spaceVery modern with a lot of white and a lot of lighting. This apartment is totally independent and not shared with anyone. Our unit is on th first floor of a building.The sofa in the living room opens up to a queen size and is very comfortable.Our kitchen is fully stocked with most cookware, pots, and pans. You will find a Brita water filter pitcher in the refrigerator, a coffee maker, and a blender. We love the ""pay it forward"" mentality, therefore some of our guests sometimes leave things behind. Whether it's something as simple as honey or even delicious brownie mix, it's available for your pleasure and please feel free to use it. The apartment is provided with:- Sheets- Towels- Shampoo, conditioner & body wash- Iron- Blow dryer - Cooking utensils- Coffee maker- Britta PUR Water Filter Pitcher- High speed internet- Bedroom: 55"" 4K Smart flat screen TV- Living room: 55"" 4K Smart flat screen TV- Stainless steel fridge, stove, & microwaveAnd more!Guest accessWe provide guests with free wifi and free Netflix access. Our smart TV's have all applications available as well in case you'd like to log onto your own accounts during your stay.We do not have Cable TV, however we do provide free Netflix. The TV’s of course have additional apps that you may log into if you are a subscribed member.Other things to noteThe apartment is in an older building that uses forced heat. Therefore, the building's heat is regulated by state standards and codes and will be on during the winter months. The heat cannot be controlled within the apartment./ Terrific place to stay for traveling into New York city! Ample space for 2 to 4! Unbelievable natural light during the day. Super easy to get to and from NYC for about $6 round-trip using the bus! We highly, highly recommend our space for those using public transportation as street parking is very limited and an overnight parking pass of $3 is required per night.The spaceVery modern with a lo… read more/ Very city-like neighborhood. Very diverse with many ethnicities and cultures./ The apartment will be completely yours for your entire stay. We live nearby about 5 minutes away. However, we are available 24/7 to answer any questions. Need a local restaurant suggestion? We got you covered./ Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests./ More places to stay in West New York:Houses · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/28712254?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
THE SMALL CHATEAU IN THE TREES,Entire apartment in Alphabet City,2 guests · 1 bedroom · 2 beds · 1 bath,4.85, (270),Price:$224,"Kitchen, Wifi, Cable TV, Iron, Laptop-friendly workspace, TV, Hangers, Hair dryer, Essentials, Heating, ","Welcome to the small CHATEAU IN THE TREES.The Apt is in the heart of the East Village Manhattan, considered by many to be one of the most dynamic neighborhoods of the world.You will have an entire studio apartment to yourselves, Charming and Quiet as you can get.Designed, decorated and furnished in a French Style of Decor.The apartment has a beautiful garden view with many trees.You Hear no traffic noise just birds chirping away, truly special for NYC. Apt faces south so you get plenty of light.The spaceI grew up in New York City and this is the quietest apartment I have ever had. You will have an entire studio apartment to yourselves. The view out the window of all the trees are a rare find and creates such a peaceful setting. I have never heard so many birds before in New York City, it’s a symphony of song in the morning. The apartment has a Queen size bed and a very wide modern couch that turns into a bed for a single person by moving the single portion of the couch to the bottom part of the love seat portion of the couch to create a long comfortable bed for a 3rd person. I hope you will enjoy the decor, it has a european feel towards the French side. You will be in the heart of the East Village in Manhattan, considered to be one of the most exciting and dynamic neighborhoods of the world, a true New York City experience. Just step right out the door and you will have everything at your feet. Enjoy, have fun and please be respectful of the neighbors and keep the noise down to a minimum in the apartment. PLEASE ABSOLUTELY NO SMOKING IN THE APARTMENT OR THE FIRE ESCAPE OR IN THE HALLWAYS.Guest accessYou will have the entire studio apartment to yourselves.. PLEASE ABSOLUTELY NO SMOKING IN THE APARTMENT OR THE FIRE ESCAPE OR THE HALLWAYS.Other things to noteYou will have high speed wireless internet, Cable TV and Netflix./ Welcome to the small CHATEAU IN THE TREES.The Apt is in the heart of the East Village Manhattan, considered by many to be one of the most dynamic neighborhoods of the world.You will have an entire studio apartment to yourselves, Charming and Quiet as you can get.Designed, decorated and furnished in a French Style of Decor.The apartment has a beautiful garden view with many trees.You Hear no traffic noise just birds c… read more/ This is the East Village one of the most dynamic, exciting and energetic neighborhoods of the world. In the heart of down town Manhattan. The best of everything New York City has to offer is just a step out the door. A true New York City experience. Enjoy!!/ I am a teacher, everybody seems to say I am pretty laid back. I am a vegetarian and practice Yoga and love to travel. I would ask my guests to treat this home as they would their own. Please absolutely no smoking in the apartment, on the fire escape or in the the hallways./ I am a teacher, everybody seems to say I am pretty laid back. I am a vegetarian and practice Yoga and love to travel. I would ask my guests to treat this home as they would their o… read more/ I prefer to let my guests have their privacy but I am always reachable if they need something./ More places to stay in New York:Houses · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/19314589?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
*GREEN ROOM* BEST FOR THE PRICE NR *MANHATTAN*,Private room in Irvington,2 guests · 2 bedrooms · 1 bed · 1 shared bath,4.70, (61),Price:$22,"Indoor fireplace, Kitchen, Wifi, Cable TV, Washer, Dryer, Iron, Laptop-friendly workspace, TV, Hangers, ","Our home is in a quiet, safe neighborhood in Irvington. Most of our neighbors are Retired . I block to bus to Newark  Penn Station and a few minutes to Garden State Highway and Route 78. 7-10 minutes drive from Newark Airport.  We have five bedrooms and can accommodate 1-12 people for the whole house.  You can message me to book all five rooms.The spaceA traditional home with the comfort and convenience of modern amenities to make you feel pampered. You will feel as if you are in a 5 star hotel but at the fraction of the cost.  You will have a private bedroom with a shared bathroom.  Our rooms are spotless with WHITE hotel quality linens, duvet covers and towels (not colored like our competition). We choose white for your supreme comfort and assurance that you are sleeping in fresh, clean and unstained bedding.  We pride ourselves on our cleanliness and over 100 positive reviews. We have five rooms in this location that can be booked per room or the whole house for families. 7-10 minute drive to Newark Airport, NJPAC and Prudential Center and 25 minute drive to NYC. Close also to Rutgers University and Seton Hall University in Newark. Shared use of kitchen and living room with other airbnb guests.Guest access1 bedroom with queen bed.and shared  bath. The bedroom is on the first floor and you will have shared use of eat in kitchen and living room with tvOther things to noteA beautiful home in a quiet, safe, neighborhood. Shops and restaurants within walking distance.  Dunkin Donuts 2 blocks away.  7-10 minutes drive from Newark Airport. 24 minutes drive to Manhattan. Close to train and buses/ Our home is in a quiet, safe neighborhood in Irvington. Most of our neighbors are Retired . I block to bus to Newark  Penn Station and a few minutes to Garden State Highway and Route 78. 7-10 minutes drive from Newark Airport.  We have five bedrooms and can accommodate 1-12 people for the whole house.  You can message me to book all five rooms.The spaceA traditional home with the comfort and… read more/ Sam is originally from Brazil He uses his creative talent to make his airbnb homes the perfect home away from home for travellers, around the world. He prides himself on being on call for his guests with the help from his co-host, and also aims to wow you with his style and high standard of excellence./ Sam is originally from Brazil He uses his creative talent to make his airbnb homes the perfect home away from home for travellers, around the world. He prides himself on being on c… read more/ Host is available by phone 24/7/ More places to stay in Irvington:Apartments · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/29764350?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
beautiful room with balcony,Private room in Bushwick,2 guests · 1 bedroom · 1 bed · 1 shared bath,4.69, (267),Price:$55,"Kitchen, Wifi, Washer, Iron, Hangers, Hair dryer, Essentials, Heating, Air conditioning, Unavailable: Carbon monoxide alarmCarbon monoxide alarm, ","On first floor, this beautiful flat close to subway is full of light, and artistic charms. There is 2 bedrooms for guests,  each one of them having window and door leading to a balcony surrounded by big trees.You are renting one bedroom, the rest of the flat is shared.Note that it can be me, or my friend Serrano, that will welcome you.There is a TV in the living room, but not in your bedroom.The spaceThis room has a big dressing, but has no private bathroom, you will have to share a bathroom with me. Italian shower.Guest accessYou will have access to a large living room  with two sofas, and a kitchen with a big wood table in the same space.Other things to noteI may not welcome you myself, it can also be my friend Serrano./ On first floor, this beautiful flat close to subway is full of light, and artistic charms. There is 2 bedrooms for guests,  each one of them having window and door leading to a balcony surrounded by big trees.You are renting one bedroom, the rest of the flat is shared.Note that it can be me, or my friend Serrano, that will welcome you.There is a TV in the living room, but not in your bedroom… read more/ This is Bushwick, real old Brooklyn.  It is a nice, upgrading area, east Williamsburg. 1920's architecture is splendid, just walking around and watching up is a great pleasure./ I am a french women, painter, sculptor, furniture restorer, building and decoration, cleaning lady,... I can be very serious, can be shy, but can also appreciate socializing with a glass of wine, or two.../ I will be very glad to help you, as long as I will be able to!  (I am a foreigner, french, and I don't know yet everything in this beautiful city)/ Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests./ More places to stay in Brooklyn:Apartments · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/9451597?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Private Studio Heart of Chelsea,Entire apartment in Manhattan,3 guests · Studio · 1 bed · 1 bath,4.68, (22),Price:$125,"Kitchen, Wifi, TV, Essentials, Heating, Air conditioning, Smoke alarm, Unavailable: Carbon monoxide alarmCarbon monoxide alarm, ","AVAILABLE TO ESSENTIAL WORKERS!!! 10 MINUTE WALK TO TIMES SQUARE. Welcome NEW YEAR in STYLE! Charming modern studio close to High Line (7 Minute Walk), Chelsea Pier Park (10 minute walk), Art Galleries. You’ll love the place because of its proximity to train station NY Penn Station/MSG is a 2 Minute Walk, restaurants/bars in Chelsea, and beautiful street. Cozy and VERY clean studio.The spaceStudio with one Queen sized bed very comfortable perfect for one or two people. Includes Clean bathroom kitchen with oven, stove./ AVAILABLE TO ESSENTIAL WORKERS!!! 10 MINUTE WALK TO TIMES SQUARE. Welcome NEW YEAR in STYLE! Charming modern studio close to High Line (7 Minute Walk), Chelsea Pier Park (10 minute walk), Art Galleries. You’ll love the place because of its proximity to train station NY Penn Station/MSG is a 2 Minute Walk, restaurants/bars in Chelsea, and beautiful street. Cozy and VERY clean studio.The spac… read more/ Chelsea is NYC's most happening district. Madison Square Garden is Literally a two minute walk, Times Square is a 15 minute walk. Full of restaurants, bars, shops etc.../ I can be contacted anytime via cell phone, and be at the apartment in 30 minutes if you need anything./ More places to stay in New York:Houses · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/31854210?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Very cute cozy room close to NYC Room2,Private room in Jersey City,2 guests · 1 bedroom · 2 beds · 1 shared bath,4.77, (86),Price:$30,"Kitchen, Wifi, Iron, Laptop-friendly workspace, Hangers, Hair dryer, Essentials, Heating, Carbon monoxide alarm, Lock on bedroom door, ","Great for guests who want to visit NYC without paying NYC prices.My place is close to the Journal Square Path Train, a 10-15 minute walk.  A post office, banks, 24-hour store, pharmacy, and small local restaurants are nearby where you will find everything you need. You’ll love my place because of the neighborhood, the coziness, and close to Manhattan. My place is good for a couple, solo adventurers, and business travelers.The spaceThere is no other people to share your room. Only you or your friend because of Covid-19. I clean 70% alcohol in the bathroom and hallway door or so. This room is compact with no window, 90 sq.ft. (8.36 square meters). If you want to have more space, I recommend room 1 (125 sq.ft.). Because of the basement, the ceiling is 6 feet 4 inches high.(193 cm) if you are tall, I do not recommend unless you are ok.The kitchen, it is not the real kitchen but you can make simple food in your room.Additionally, I prepare hand sanitizer for you to use in a hallway. I clean by 70% alcohols twice a day. Please be safe.Guest accessEntrance is on the right side of the house with a black metal door. When you open the black door, there is a smart lock to open your space (see photos).  I will email you the code before you arrive, which is changed for each visit for security reasons.Other things to note10-14minute walk to 24/7 path train station. Very Convenient and SAFE.My location is very easy to go to Manhattan. Around the corner is 24 hours Pharmacy makes you safe. some great local small restaurants. I leave our hand made map around my house./ Great for guests who want to visit NYC without paying NYC prices.My place is close to the Journal Square Path Train, a 10-15 minute walk.  A post office, banks, 24-hour store, pharmacy, and small local restaurants are nearby where you will find everything you need. You’ll love my place because of the neighborhood, the coziness, and close to Manhattan. My place is good for a couple, solo adventurers, and busines… read more/ My neighborhood is very safe. Getting more popular to people. We have nice coffee shops now./ I am responsible person and very friendly. I would like to know all the culture and food etc. I love travel, fortunately at least 3 times a year, I go trip to Europe, Asia, beach etc. 私はとてもﾌﾚﾝﾄﾞﾘｰで責任感があります｡ 色々な文化や食べ物などを興味があり､旅行が大好きで幸いにも少なくとも年に3回､私はﾖｰﾛｯﾊﾟ､ｱｼﾞｱ､ﾋﾞｰﾁなどに行きます｡/ I am responsible person and very friendly. I would like to know all the culture and food etc. I love travel, fortunately at least 3 times a year, I go trip to Europe, Asia, beach e… read more/ Please ask anytime, you have my number./ Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests./ More places to stay in Jersey City:Apartments · Houses · Bed and breakfasts · Lofts · Villas/ ",/rooms/25160035?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Easy Extended Stay Living in Cozy top floor room,Private room in Brooklyn,2 guests · 1 bedroom · 1 bed · 2 shared baths,4.76, (310),Price:$32,N/A,N/A,/rooms/11146432?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Just Like Home!,Private room in Brooklyn,2 guests · 1 bedroom · 1 bed · 2 shared baths,4.81, (92),Price:$40,N/A,N/A,/rooms/28941808?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Private entrance thoroughly disinfected 2A,Entire apartment in Bushwick,2 guests · 1 bedroom · 1 bed · 1 bath,4.84, (94),Price:$53,"Wifi, Cable TV, Iron, Laptop-friendly workspace, TV, Hangers, Hair dryer, Essentials, Heating, Air conditioning, ","Your own studio apartment, THOROUGHLY disinfected, own entrance, NO SHARING WITH ANYONE, self-check in, gloves, disinfecting wipes & face mask available, Queen size bed, full private bathroom, high ceiling, tall windows, sunny, NO kitchen but there is a refrigerator, keurig coffee maker, microwave, 4K smart TV, cable, J, Z & M trains nearby, 15 minutes to lower Manhattan.  Please note that the apartment is on the 2nd floor, one flight of stairs.  Conscientious host, Thank you :)The spaceHave your own key to get into the building and apartment whenever you like.  There are three steps from the sidewalk.  There is usually parking on the block, I never have problems parking.  Note, there is street cleaning on Monday and Thursdays from 8-9:30 AM, so you must move your car or you will get a ticket/citation.Guest accessYou will have the studio all to yourself.Other things to notePlease be aware that there is no kitchen in the studio.  There is a refrigerator, microwave and a coffee maker, paper plates and cups, plastic utensils, napkins, paper towel among other things.  There are several eating options in Bushwick and surrounding area.  You can also order in food. One more thing, the apartment is facing the street, so you may hear loud people on the street as they pass by and occasionally, big trucks or heavy vehicles so it is fairly noisy./ Your own studio apartment, THOROUGHLY disinfected, own entrance, NO SHARING WITH ANYONE, self-check in, gloves, disinfecting wipes & face mask available, Queen size bed, full private bathroom, high ceiling, tall windows, sunny, NO kitchen but there is a refrigerator, keurig coffee maker, microwave, 4K smart TV, cable, J, Z & M trains nearby, 15 minutes to lower Manhattan.  Please note that the apartment is on the 2nd… read more/ Bushwich is part of Brooklyn, South West of Williamsburg.  The neighborhood is up and coming, new restaurants are opening up every month, art galleries, shops, etc.  There is a laundry mat around the block and supermarkets within blocks.  Planet fitness is one stop away by train./ I am a doctor, outgoing, energetic and social. I like to help people and if I can make their stay in New York better, that would make me very happy. I like to travel, I am a Mets fan but I don't hate the Yankees. In fact, I support all New York teams. I like going out to dinner, museums, broadway shows and movies./ I am a doctor, outgoing, energetic and social. I like to help people and if I can make their stay in New York better, that would make me very happy. I like to travel, I am a Mets f… read more/ I live in the building and I will be more than happy to assist you and answer any questions you may have about the local community and New York City.  I have lived in New York City for over 23 years.  You will make every effort to be there and greet you.  If I am not home, I will have someone else greet you and after that, we may run into each other in the hallway but other than that, you are free to come in and out as you please.  If you have a problem or need something, just ask, I will make every effort to address your concerns./ I live in the building and I will be more than happy to assist you and answer any questions you may have about the local community and New York City.  I have lived in New York City… read more/ Superhosts are experienced, highly rated hosts who are committed to providing great stays for guests./ More places to stay in Brooklyn:Houses · Bed and breakfasts · Lofts · Villas · Condominiums/ ",/rooms/31413351?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
Bedroom minutes to Manhattan - steps to train,Private room in Williamsburg,2 guests · 1 bedroom · 1 bed · 1 shared bath,4.83, (102),Price:$23,N/A,N/A,/rooms/26685314?location=New%20York%2C%20NY%2C%20United%20States&previous_page_section_name=1000&federated_search_id=566d7f77-cc25-449b-9ec9-f4eee34e52f4
